Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
FROM GEN. ROSECRANS' ARMY.,"A telegram from Gen. ROSECRANS, dated last night, says he made a reconnaisance in force along the enemy's lines yesterday afternoon and found him in force. The enemy did not resist for advance of our reconnoitering column, which returned to its quarters after having accomplished the object of the movement, which proved to be of considerable importance.",91800642,Historical Newspapers,," Copyright New York Times Company Sep 26, 1863"," 90625033 , 1524603 , 113715", front_page," Sep 26, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 26, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91800642?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=FROM+GEN.+ROSECRANS%27+ARMY.%3A+INTELLIGENCE+TO+THURSDAY+NIGHT.+THE+POSITION+CONSIDERED+IMPREGNABLE.+THE+ENEMY+IN+MASS+AT+CHICKAMAUGA+CREEK.+FURTHER+DETAILS+OF+THE+BATTLE+GENERAL+MCCOOK+SAID+TO+BE+RESPONSIBLE+FOR+OUR+DEFEAT.+IMPORTANT+AND+SUCCESSFUL+RECONNAISSANCE+ANXIETY+RESPECTING+BURNSIDE%27S+ARMY.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE BATTLE IN GEORGIA.,,91777720,Historical Newspapers,," Copyright New York Times Company Sep 25, 1863"," 78707372-1 , 1446144 , 113715", front_page," Sep 25, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 25, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91777720?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+BATTLE+IN+GEORGIA.%3A+THE+REBEL+ACCOUNTS+OF+IT.+ONE+MORE+SUCH+VICTORY+AND+ALL+IS+LOST.+BRAGG%27S+DISPATCHES+FROM+CHATTANOOGA.+THE+BATTLE+INDECISIVE.+TERRIBLE+REBEL+LOSSES.+THE+REINFORCEMENTS+FROM+VIRGINIA.+NEWS+FROM+CHARLESTON+AND+KNOXVILLE.+REBEL+DEFEATS+IN+THE+SHENANDOAH+VALLEY.+SECESSION+SMILES+AND+TEARS+THE+BATTLES+NEAR+CHATTANOOGA.+VICTORY+IN+GEORGIA.+RESULTS+OF+THE+BATTLE.+GEN.+LEE%27S+ARMY.+THE+CAVALRY+FIGHT+AT+KELLY%27S+FORD.+THE+WAR+IN+THE+SHENANDOAH+VALLEY.+AFFAIRS+ON+THE+RAPIDAN.+EAST+TENNESSEE.+THE+FIGHT+AT+BRISTOL.+MEETING+OF+TENNESSEE+REFUGEES.+BURNSIDE%27S+MOVEMENTS.+THE+SIEGE+OF+CHARLESTON.+BOISTEROUS+WEATHER+OPERATIONS+LAGGING.+QUIET+IN+THE+TRANS+MISSISSIPPI+REGION.+THE+YANKEES+AND+THE+FRENCH.+MISCELLANEOUS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE THREE DAYS' BATTLE.,"Dispatches from Gen. ROSECRANS, dated Chat- tanooga, 3 and 5 P.M., Sept. 22, (yesterday after noon,) were received by the Government this morning, from which it appears that the enemy's attack open Gen. THOMAS' corps (ROSECRANS' left) on Mon day afternoon was handsomely repulsed, and Gen. THOMAS' forces marched quietly to the position they were about to take when assaulted.",91844779,Historical Newspapers,," Copyright New York Times Company Sep 24, 1863"," 78707251-1 , 1446143 , 113715", front_page," Sep 24, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 24, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91844779?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+THREE+DAYS%27+BATTLE.%3A+ADDITIONAL+AND+HIGHLY+INTERESTING+DETAILS.+OFFICIAL+DISPATCHES+FROM+GEN.+ROSECRANS+TO+TUESDAY+EVENING.+OFFICIAL+DISPATCH+FROM+GEN.+BRAGG.+SPLENDID+MANOEUVERING+AND+FIGHTING+OF+GEN.+THOMAS.+HIS+REPULSE+OF+THE+REBEL+ATTACK+ON+MONDAY.+OUR+WHOLE+FORCE+CONCENTRATED+AT+CHATTANOOGA.+GENERAL+ROSECRANS%27+ARMY+AGAIN+IN+LINE+AND+READY.+REPORTED+REINFORCEMENTS+FROM+GEN.+GRANT.+NO+FIGHTING+YESTERDAY.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
REBEL REPORTS.,,91791140,Historical Newspapers,," Copyright New York Times Company Sep 24, 1863"," 78707252 , 1446143 , 113715", front_page," Sep 24, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 24, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91791140?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=REBEL+REPORTS.%3A+THE+RICHMOND+DISPATCH+OF+THE+22D%2C+RECEIVED+AT+FORTRESS+MONROE%2C+CONTAINS+THE+FOLLOWING.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
NEWS FROM WASHINGTON.,"THE ORDER TO REINFORCE ROSECRANS. Orders to BURNSIDE to reinforce ROSECRANS left here on the 14th, and could not possibly have reached him under three days. At this time he was at Jonesboro, where he expected to encounter LONGSTREET'S rein- forcements going to BRAGG. The battle at Chattanooga commencing on the 20th, it will be seen that he could not possibly effect a junction with ROSECRANS, a hundred and fifty miles off, in the time intervening between receiving the order and BRAGG'S attack.",91798355,Historical Newspapers,," Copyright New York Times Company Sep 24, 1863"," 78707265 , 1446143 , 113715", front_page," Sep 24, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 24, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91798355?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+FROM+WASHINGTON.%3A+OUR+SPECIAL+WASHINGTON+DISPATCHES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE GREAT BATTLE IN GEORGIA.,"The Commercial of this city gives the following account of the great battle near Chattanooga on Saturday: ""The battle opened at 11 o'clock in the vicinity of Widow Glens, on the road leading from McLamore's Cave to Chattanooga.",91815846,Historical Newspapers,," Copyright New York Times Company Sep 22, 1863"," 82013289 , 1470605 , 113715", front_page," Sep 22, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 22, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91815846?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+GREAT+BATTLE+IN+GEORGIA.%3A+THE+ACTION+OF+SATURDAY.+THE+ACTION+OF+SUNDAY.+DESPERATE+FIGHTING+ON+BOTH+SIDES.+THE+LOSSES+ESTIMATED+AT+THIRTY+THOUSAND.+THE+BATTLE+UNDECIDED+ON+SUNDAY+NIGHT.+GUNS+LOST+AND+GUNS+CAPTURED.+ROSECRANS+REPORTED+TO+BE+DRIVING+THE+REBEL+ADVANCE.+THE+BATTLE+ON+SATURDAY.+FURTHER+REPORTS+FROM+NASHVILLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
The Battle in Georgia.,"As was anticipated by Gen. ROSECRANS, thegreat battle which opened on Saturday forenoon, and raged till after nightfall, was reopened on Sunday morning, and continued throughout the day.",91792333,Historical Newspapers,," Copyright New York Times Company Sep 22, 1863"," 82013330 , 1470605 , 113715", article," Sep 22, 1863",0362-4331, English, English, 4," New York, N.Y.","Sep 22, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91792333?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=The+Battle+in+Georgia.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
HIGHLY IMPORTANT.,A desperate engagement commenced this morning at 11 o'clock.,91742281,Historical Newspapers," Special Dispatch to the New-York Times.
Special Dispatch to the New-York Times."," Copyright New York Times Company Sep 21, 1863"," 355645042 , 2488772 , 113715", front_page," Sep 21, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 21, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91742281?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=HIGHLY+IMPORTANT.%3A+A+GREAT+BATTLE+FOUGHT+NEAR+CHATTANOOGA.+THE+ENGAGEMENT+OF+A+DESPERATE+CHARACTER.+FIERCE+DASHES+ON+OUR+LEFT+AND+CENTRE.+THE+ENEMY+FINALLY+REPULSED.+OUR+LINES+RE-ESTABLISHED+AS+BEFORE+THE+FIGHT.+THE+LOSS+IN+WOUNDED+HEAVY.+OFFICIAL+STATEMENT+FROM+GENERAL+ROSECRANS.+FROM+MEXICO+AND+JAPAN.+THE+DRAFT+IN+ALBANY.&amp;rft.au=Special+Dispatch+to+the+New-York+Times.&amp;rft.aulast=Special+Dispatch+to+the+New-York+Times.&amp;rft.aufirst=&amp;rft.date=1863-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
POSTSCRIPT.,"We have the following brief and very painful news from Gen. ROSECRANS' army. The occupation of the telegraph lines for military purposes prevents, for the present, the transmission of details:",91741236,Historical Newspapers,," Copyright New York Times Company Sep 21, 1863"," 355645082 , 2488772 , 113715", front_page," Sep 21, 1863",0362-4331, English, English, 1," New York, N.Y.","Sep 21, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91741236?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=POSTSCRIPT.%3A+BAD+NEWS+FROM+ROSECRANS.+DEFEAT+OF+OUR+ARMY+IN+GEORGIA.+ITS+RETREAT+TO+CHATTANOOGA.+NO+DETAILS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
HIGHLY IMPORTANT.,A desperate engagement commenced this morning at 11 o'clock.,91777569,Historical Newspapers,," Copyright New York Times Company Sep 21, 1863"," 355645102 , 2488772 , 113715", article," Sep 21, 1863",0362-4331, English, English, 2," New York, N.Y.","Sep 21, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91777569?accountid=13567, 2,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=HIGHLY+IMPORTANT.%3A+A+GREAT+BATTLE+FOUGHT+NEAR+CHATTANOOGA.+THE+ENGAGEMENT+OF+A+DESPERATE+CHARACTER.+FIERCE+DASHES+ON+OUR+LEFT+AND+CENTRE.+THE+ENEMY+FINALLY+REPULSED.+OUR+LINES+RE-ESTABLISHED+AS+BEFORE+THE+FIGHT.+THE+LOSS+IN+WOUNDED+HEAVY.+OFFICIAL+STATEMENT+FROM+GENERAL+ROSECRANS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
