"Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubdate","pubtitle","year","DocumentURL","startPage","FindACopy","Database"
"DEPARTMENT OF THE GULF.",,91807915,"Historical Newspapers",," Copyright New York Times Company Jul 23, 1863"," 80283702-1 , 1458985 , 113715"," front_page"," Jul 23, 1863","0362-4331"," English"," English",1," New York, N.Y.","Jul 23, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91807915?accountid=13567",1,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=DEPARTMENT+OF+THE+GULF.%3A+THE+SURRENDER+OF+PORT+HUDSON+TO+GEN.+BANKS.+FULL+PARTICULARS+FROM+OUR+SPECIAL+CORRESPONDENT.+A+FULL+LIST+OF+THE+TROPHIES.+SCENES+WITHIN+THE+FORT---HOW+THE+REBELS+BEHAVED.+TROOPS+MOVING+DOWN+THE+RIVER.+A+SHARP+FIGHT+NEAR+DONALDSONVILLE.+A+FRENCH+PLOT+IN+NEW-ORLEANS.+THE+SURRENDER.+SCENE+WITHIN+THE+FORT.+HOW+THE+REBELS+FELT.+GEN.+GARDNER+DEPARTMENT+OF+THE+GULF.+THE+FLEET.+REBEL+NOTIONS+OF+INVINCIBILITY.+NEGRO+PRISONERS.+PERTINACITY+OF+THE+REBELS.+SHARP+ENCOUNTER.+REINFORCEMENTS+NEEDED.+ALL+QUIET+ON+THE+RIVER.+DIADOLICAL+PLOT.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-23&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"THE SURRENDER OF PORT HUDSON","The following correspondence has been received at the headquarters of the army:",91799127,"Historical Newspapers",," Copyright New York Times Company Jul 22, 1863"," 81670863-1 , 1467562 , 113715"," front_page"," Jul 22, 1863","0362-4331"," English"," English",1," New York, N.Y.","Jul 22, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91799127?accountid=13567",1,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+SURRENDER+OF+PORT+HUDSON%3A+THE+OFFICIAL+CORRESPONDENCE.+GEN.+GARDNER+DETERMINES+TO+SURRENDER+UPON+HEARING+OF+THE+FALL+OF+VICKSBURGH.+FIVE+THOUSAND+PRISONERS+AND+FIFTY+PIECES+OF+ARTILLERY+CAPTURED.+THE+ARTICLES+OF+SURRENDER.+ARTICLES+OF+CAPITULATION.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"The Fourth of July at Port Hudson--A Nevel and Aventurous Celebration--Loyalty and Treason Face to Face--Bad Weather--The Storming Party--Another Deserter--A Countermine.","The Fourth of July came and went without seeing us in possession of Port Hudson. In the morning I was aroused by loud and continuous cannonading quite near us, which sounded like an attack, but it soon turned out to be only a national salute in honor of the day. Soon the other batteries took up the hoarse music along the whole length of our line,...",91767816,"Historical Newspapers",," Copyright New York Times Company Jul 19, 1863"," 80283352 , 1458981 , 113715"," front_page"," Jul 19, 1863","0362-4331"," English"," English",1," New York, N.Y.","Jul 19, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91767816?accountid=13567",1,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=The+Fourth+of+July+at+Port+Hudson--A+Nevel+and+Aventurous+Celebration--Loyalty+and+Treason+Face+to+Face--Bad+Weather--The+Storming+Party--Another+Deserter--A+Countermine.%3A+GEN.+AUGUR%27S+HEADQUARTERS.+CELEBRATION+OF+THE+FOURTH.+BAD+WEATHER.+THE+STORMING+PARTY+ANOTHER+DESERTER+A+COUNDERMINE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"THE FALL OF PORT HUDSON.","The Locust Point, from New-Orleans on July 11, arrived at this port yesterday morning.",91791593,"Historical Newspapers",," Copyright New York Times Company Jul 19, 1863"," 80283350-1 , 1458981 , 113715"," front_page"," Jul 19, 1863","0362-4331"," English"," English",1," New York, N.Y.","Jul 19, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91791593?accountid=13567",1,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+FALL+OF+PORT+HUDSON.%3A+NEWS+VIA+NEW-ORLEANS%2C+BY+THE+STEAMER+LOCUST+POINT.+PARTICULARS+OF+THE+SURRENDER.+FIVE+THOUSAND+PRISONERS%2C+FIFTY+PIECES+OF+ARTILLERY%2C+NUMEROUS+SMALL+ARMS%2C+%26C.+THE+GARRISON+IN+A+RAVENOUS+CONDITION.+THE+LAST+MULE+EATEN.+DETAILS+OF+THE+SIEGE+TO+THE+DATE+OF+THE+SURRENDER.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"THE SIEGE OF PORT HUDSON.",,91777842,"Historical Newspapers",," Copyright New York Times Company Jul 19, 1863"," 80283362 , 1458981 , 113715"," article"," Jul 19, 1863","0362-4331"," English"," English",2," New York, N.Y.","Jul 19, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91777842?accountid=13567",2,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+SIEGE+OF+PORT+HUDSON.%3A+STORMING+PARTY+BEFORE+PORT+HUDSEN%2C+JUNE+21%2C+1863.+VOLUNTEERS+FROM+LEFT+WING+UNDER+MAJ.GEN.+C.C.+AUGUR+GEN.+DWICHT%27S+DIVISION.ONE+HUNDRED+AND+SIXTY-FIFTH+NEW-YORK%2C+%28DURYEE%27S+ZOUAVES.%29+ONE+HUNDRED+AND+SEVENTY-SEVENTH+NEW-YORK+VOLUNTEERS%2C+%28NINE+MONTHS.%29+SIXTH+MAINE+VOLUNTEERS.+ONE+HUNDRED+AND+TWENTY-EIGHTH+NEW-YORK+VOLUNTEERS.+FOURTEENTH+MAINE+VOLUNTEERS.+TWENTY-FOUTH+MAINE.+ONE+HUNDRED+AND+SEVENTY-FIFTH+NEW-YORK+VOLUNTEERS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"GENS. BANKS AND GRANT.","dispatch from Gen. BANKS, announcing the fall of Port Hudson, was sent to Gen. GRANT, and by him communicated to the Government, has led many to suppose that the former is acting as a subordinate to the latter. Such is not the fact.",91768158,"Historical Newspapers",," Copyright New York Times Company Jul 19, 1863"," 80283370 , 1458981 , 113715"," article"," Jul 19, 1863","0362-4331"," English"," English",3," New York, N.Y.","Jul 19, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91768158?accountid=13567",3,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=GENS.+BANKS+AND+GRANT.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"A Serenade to Mrs. Gen. Grant.","Last evening Mrs. Gen. GRANT, who is stopping at the Planters' House, preparatory to a visit to her husband at Vicksburgh, whither she goes this evening, was the recipient of a serenade improvised by a few of the admirers of the hero of fifteen well fought battles a General who has yet to taste of the adversities of defeat.",91723070,"Historical Newspapers",," Copyright New York Times Company Jul 19, 1863"," 80283419 , 1458981 , 113715"," article"," Jul 19, 1863","0362-4331"," English"," English",7," New York, N.Y.","Jul 19, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91723070?accountid=13567",7,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=A+Serenade+to+Mrs.+Gen.+Grant.%3A+SPEECH+BY+GEN.+STRONG.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"FROM THE REBEL STATES.",,91769993,"Historical Newspapers",," Copyright New York Times Company Jul 18, 1863"," 80283243-1 , 1458980 , 113715"," front_page"," Jul 18, 1863","0362-4331"," English"," English",1," New York, N.Y.","Jul 18, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91769993?accountid=13567",1,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=FROM+THE+REBEL+STATES.%3A+THE+REBELS+BEGINNING+TO+COMPREHEND+THE+SITUATION.+%22THE+MOST+SERIOUS+REVERSES+OF+THE+WAR.%22+AN+EXPLANATION+OF+ALEX.+H.+STEPHENS%27+MISSION.+JEFF.+DAVIS%27+LETTER+OF+INSTRUCTIONS+MR.+STEPHENS%27+REPORT.+ACCOUNTS+OF+THE+BATTLE+AT+GETTYSBURGH+GEN.+LEE+CAPTURES+SO+MANY+PRISONERS+THAT+HE+IS+FORCED+TO+RETREAT.+HIS+DISPATCHES+HELD+BACK+BY+JEFF.+DAVIS.+MOURNING+OVER+THE+FALL+OF+VICHSBURG+GEN.+SHERMAN+ATTACKING+JOE+JOHNSTON+AT+JACKSON.+HUMPHREY+MARSHALL+RETIRED+FROM+THE+FIELD+JEFF.+DAVIS+IN+IMPROVED+HEALTH+GEN.+HILL+PROMOTED.+THE+MISSION+OF+VICE-PRESIDENT+STEPHENS.JEFF.+DAVIS%27+LETTER+OF+INSTRUCTIONS+MR.+STEPHENS%27+REPORT.+THE+BATTLE+OF+GETTYSBURGH.+REPORTS+FROM+WOUNDED+ARRIVED+AT+RICHMOND.+ANOTHER+ACCOUNT.+CASUALTIES.+REPORTS+FROM+WINCHESTER.+A+LETTER+FROM+GEN.+LEE.+THE+FALL+OF+VICKSBURGH%2C+GEN.+JOHNSTON%27S+DISPATCH.+HOW+THE+NEWS+WAS+RECEIVED.+THE+FIGHITING+BEHIND+VICKSBURGH+ON+THE+JAMES+RIVER.+GEN.+NEAL+DOW.+JEFF.+DAVIS.+HUMPHREY+MARSHALL+AT+THE+BAR.+LIEUT.+GEN.+HILL.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"THE FALL OF PORT HUDSON.","The gunboat Arizona has just arrived from Port Hudson with dispatches to Gen. GRANT, announcing the capitulation of that place on the 8th inst.",91759615,"Historical Newspapers",," Copyright New York Times Company Jul 18, 1863"," 80283286 , 1458980 , 113715"," article"," Jul 18, 1863","0362-4331"," English"," English",5," New York, N.Y.","Jul 18, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91759615?accountid=13567",5,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+FALL+OF+PORT+HUDSON.%3A+INTERESTING+PARTICULARS+OF+THE+SURRENDER.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"Gen. Banks.","We are gratified at finding in the PortHudson news as communicated to a Cincinnati paper, that Gen. BANKS completed the reduction of that stronghold and received its capitulation, without the aid of reinforcements from Gen. GRANT.",91767716,"Historical Newspapers",," Copyright New York Times Company Jul 17, 1863"," 90522922 , 1524327 , 113715"," article"," Jul 17, 1863","0362-4331"," English"," English",4," New York, N.Y.","Jul 17, 1863","New York Times (1857-1922)",1863,"http://search.proquest.com/docview/91767716?accountid=13567",4,"http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=Gen.+Banks.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331","ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
