Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
News of the Surrender of Vicksburgh.,,91722675,Historical Newspapers,," Copyright New York Times Company Jul 19, 1863"," 80283353 , 1458981 , 113715", front_page," Jul 19, 1863",0362-4331, English, English, 1," New York, N.Y.","Jul 19, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91722675?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=News+of+the+Surrender+of+Vicksburgh.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE FALL OF PORT HUDSON.,"The Locust Point, from New-Orleans on July 11, arrived at this port yesterday morning.",91791593,Historical Newspapers,," Copyright New York Times Company Jul 19, 1863"," 80283350-1 , 1458981 , 113715", front_page," Jul 19, 1863",0362-4331, English, English, 1," New York, N.Y.","Jul 19, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91791593?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+FALL+OF+PORT+HUDSON.%3A+NEWS+VIA+NEW-ORLEANS%2C+BY+THE+STEAMER+LOCUST+POINT.+PARTICULARS+OF+THE+SURRENDER.+FIVE+THOUSAND+PRISONERS%2C+FIFTY+PIECES+OF+ARTILLERY%2C+NUMEROUS+SMALL+ARMS%2C+%26C.+THE+GARRISON+IN+A+RAVENOUS+CONDITION.+THE+LAST+MULE+EATEN.+DETAILS+OF+THE+SIEGE+TO+THE+DATE+OF+THE+SURRENDER.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
A Serenade to Mrs. Gen. Grant.,"Last evening Mrs. Gen. GRANT, who is stopping at the Planters' House, preparatory to a visit to her husband at Vicksburgh, whither she goes this evening, was the recipient of a serenade improvised by a few of the admirers of the hero of fifteen well fought battles a General who has yet to taste of the adversities of defeat.",91723070,Historical Newspapers,," Copyright New York Times Company Jul 19, 1863"," 80283419 , 1458981 , 113715", article," Jul 19, 1863",0362-4331, English, English, 7," New York, N.Y.","Jul 19, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91723070?accountid=13567, 7,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=A+Serenade+to+Mrs.+Gen.+Grant.%3A+SPEECH+BY+GEN.+STRONG.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
FROM THE REBEL STATES.,,91769993,Historical Newspapers,," Copyright New York Times Company Jul 18, 1863"," 80283243-1 , 1458980 , 113715", front_page," Jul 18, 1863",0362-4331, English, English, 1," New York, N.Y.","Jul 18, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91769993?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=FROM+THE+REBEL+STATES.%3A+THE+REBELS+BEGINNING+TO+COMPREHEND+THE+SITUATION.+%22THE+MOST+SERIOUS+REVERSES+OF+THE+WAR.%22+AN+EXPLANATION+OF+ALEX.+H.+STEPHENS%27+MISSION.+JEFF.+DAVIS%27+LETTER+OF+INSTRUCTIONS+MR.+STEPHENS%27+REPORT.+ACCOUNTS+OF+THE+BATTLE+AT+GETTYSBURGH+GEN.+LEE+CAPTURES+SO+MANY+PRISONERS+THAT+HE+IS+FORCED+TO+RETREAT.+HIS+DISPATCHES+HELD+BACK+BY+JEFF.+DAVIS.+MOURNING+OVER+THE+FALL+OF+VICHSBURG+GEN.+SHERMAN+ATTACKING+JOE+JOHNSTON+AT+JACKSON.+HUMPHREY+MARSHALL+RETIRED+FROM+THE+FIELD+JEFF.+DAVIS+IN+IMPROVED+HEALTH+GEN.+HILL+PROMOTED.+THE+MISSION+OF+VICE-PRESIDENT+STEPHENS.JEFF.+DAVIS%27+LETTER+OF+INSTRUCTIONS+MR.+STEPHENS%27+REPORT.+THE+BATTLE+OF+GETTYSBURGH.+REPORTS+FROM+WOUNDED+ARRIVED+AT+RICHMOND.+ANOTHER+ACCOUNT.+CASUALTIES.+REPORTS+FROM+WINCHESTER.+A+LETTER+FROM+GEN.+LEE.+THE+FALL+OF+VICKSBURGH%2C+GEN.+JOHNSTON%27S+DISPATCH.+HOW+THE+NEWS+WAS+RECEIVED.+THE+FIGHITING+BEHIND+VICKSBURGH+ON+THE+JAMES+RIVER.+GEN.+NEAL+DOW.+JEFF.+DAVIS.+HUMPHREY+MARSHALL+AT+THE+BAR.+LIEUT.+GEN.+HILL.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
VICKSBURGH.,,91765830,Historical Newspapers,," Copyright New York Times Company Jul 18, 1863"," 80283247-1 , 1458980 , 113715", article," Jul 18, 1863",0362-4331, English, English, 2," New York, N.Y.","Jul 18, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91765830?accountid=13567, 2,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=VICKSBURGH.%3A+A+RIDE+OVER+THE+WORKS+TAKING+THE+PAROLE+FORMATION+OF+THE+GROUND+AND+NATURE+OF+THE+WORKS+PLENTIFUL+SUPPLY+OF+AMMUNITION.+FORMATION+OF+THE+GROUND.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE FALL OF PORT HUDSON.,"The gunboat Arizona has just arrived from Port Hudson with dispatches to Gen. GRANT, announcing the capitulation of that place on the 8th inst.",91759615,Historical Newspapers,," Copyright New York Times Company Jul 18, 1863"," 80283286 , 1458980 , 113715", article," Jul 18, 1863",0362-4331, English, English, 5," New York, N.Y.","Jul 18, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91759615?accountid=13567, 5,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+FALL+OF+PORT+HUDSON.%3A+INTERESTING+PARTICULARS+OF+THE+SURRENDER.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE SURRENDER OF VICKSBURGH.,"After 47 days of most patient endurance and desperate fighting, by slow but sure approaches, the Army of the Tennessee, with the laurels of Champion Hills, Raymond and Jackson still green upon their brows, celebrates the eighty-seventh anniversary of our national birthday and the greatest victory known to American arms, within the works and walls of treason's strongest citadel.",91766158,Historical Newspapers," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Jul 17, 1863"," 90522892-1 , 1524327 , 113715", article," Jul 17, 1863",0362-4331, English, English, 2," New York, N.Y.","Jul 17, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91766158?accountid=13567, 2,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+SURRENDER+OF+VICKSBURGH.%3A+FULL+DETAILS+FROM+OUR+OWN+CORRESPONDENT.+THE+PRELIMINARY+OPERATIONS.+THE+NEGOTIATIONS+FOR+THE+SURRENDER.+APPEARANCE+OF+THE+CITY+CONDITION+OF+THE+GARRISON+AND+CITIZENS.+NEGOTIATIONS+FOR+THE+SURRENDER.&amp;rft.au=From+Our+Own+Correspondent.&amp;rft.aulast=From+Our+Own+Correspondent.&amp;rft.aufirst=&amp;rft.date=1863-07-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
IMPORTANT FROM VICKSBURGH.,The Commercial has Vicksburgh advices to the 8th instant.,91774038,Historical Newspapers,," Copyright New York Times Company Jul 15, 1863"," 90522486-1 , 1524322 , 113715", article," Jul 15, 1863",0362-4331, English, English, 5," New York, N.Y.","Jul 15, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91774038?accountid=13567, 5,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=IMPORTANT+FROM+VICKSBURGH.%3A+GEN.+GRANT+PAROLES+31%2C227+PRISONERS.+SHERMAN+DEFEATS+JOHNSTON+AND+CAPTURES+2%2C000+PRISONERS.GEN.+BLAIR+SAID+TO+OCCUPY+JACKSON.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
OUR CAPTURES AT VICKSBURGH.,,91779256,Historical Newspapers,," Copyright New York Times Company Jul 15, 1863"," 90522487 , 1524322 , 113715", article," Jul 15, 1863",0362-4331, English, English, 5," New York, N.Y.","Jul 15, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91779256?accountid=13567, 5,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=OUR+CAPTURES+AT+VICKSBURGH.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
NEWS FROM WASHINGTON.,,91779423,Historical Newspapers,," Copyright New York Times Company Jul 15, 1863"," 90522528 , 1524322 , 113715", article," Jul 15, 1863",0362-4331, English, English, 8," New York, N.Y.","Jul 15, 1863",New York Times (1857-1922),1863,http://search.proquest.com/docview/91779423?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+FROM+WASHINGTON.%3A+REBEL+PRISONERS.+THE+ENROLLMENT.+ARMS+IN+VICKSBURGH.+LEE%27S+CROSSING.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1863-07-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
