Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
NEWS FROM RICHMOND.,"The flag of truce boat Metamora arrived from Aiken's Landing this morning, bringing down about sixty civilians, sixteen of them ladies, among whom is Gov. BRADFORD'S wife",91681870,Historical Newspapers,," Copyright New York Times Company Oct 15, 1862"," 461021512 , 6028452 , 113715", article," Oct 15, 1862",0362-4331, English, English,," New York, N.Y.","Oct 15, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91681870?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+FROM+RICHMOND.%3A+REBEL+ACCOUNTS+OF+THE+BATTLE+AT+CORINTH.+A+DEFEAT+AND+LOSS+OF+FIVE+THOUSAND+MEN+ACKNOWLEDGED.+THE+PLAGUE+AT+WILMINGTON.+RELEASED+PRISONERS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
NEWS FROM THE SOUTHWEST.,"The Granada Appeal of the 13th inst. makes the result of the Corinth battle even more disastrous to the rebels than our own reports. It is stated that the attack was opposed by all but one of the rebel Generals, meaning, probably, VAN DORN, against whom there is great indignation manifested.",91685350,Historical Newspapers,," Copyright New York Times Company Oct 14, 1862"," 355970032 , 2488962 , 113715", article," Oct 14, 1862",0362-4331, English, English, 2," New York, N.Y.","Oct 14, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91685350?accountid=13567, 2,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+FROM+THE+SOUTHWEST.%3A+A+DISASTROUS+DEFEAT+AT+CORINTH+ACKNOWLEDGED+BY+THE+REBELS+EXPEDITION+TO+WOLFRIVER%2C+%26C.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE LATE VICTORY OF ROSECRANS.,,91710373,Historical Newspapers,," Copyright New York Times Company Oct 13, 1862"," 79179471-1 , 1450878 , 113715", article," Oct 13, 1862",0362-4331, English, English, 4," New York, N.Y.","Oct 13, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91710373?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+LATE+VICTORY+OF+ROSECRANS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE GREAT BATTLE AT CORINTH.,"For several days previous to Friday, the 3d inst., rumors of an attack upon Corinth were prevalent. On the day previous the enemy succeeded in destroy- ing railroad and telegraphic communication. North from Corinth, by burning a bridge and a culvert, pulling up the railroad track and cutting down telegraph poles. They were heard of in every direction. The bluster which precedes the storm was heard on every breeze.",91721365,Historical Newspapers,," Copyright New York Times Company Oct 12, 1862"," 79179434-1 , 1450877 , 113715", article," Oct 12, 1862",0362-4331, English, English, 8," New York, N.Y.","Oct 12, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91721365?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+GREAT+BATTLE+AT+CORINTH.%3A+FULL+DETAILS+OF+THE+FIGHTING+OF+FRIDAY%2C+SATURDAY+AND+SUNDAY.+SPLENDID+CONDUCT+OF+THE+UNION+TROOPS.+THE+BATTLE+ON+FRIDAY.+THE+ATTACK+ON+CORINTH+ON+SATURDAY.+THE+FIGHT+ON+THE+HATCHIE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE GREAT CORINTH VICTORY.,,91682828,Historical Newspapers,," Copyright New York Times Company Oct 11, 1862"," 79179285 , 1450876 , 113715", front_page," Oct 11, 1862",0362-4331, English, English, 1," New York, N.Y.","Oct 11, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91682828?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+GREAT+CORINTH+VICTORY.%3A+GEN.+ROSECRANS%27+REPORT+OF+THE+SATURDAY%27S+BATTLE+BRIEF+REPORTS+OF+SUBSEQUENT+OPERATIONS.+THE+REBEL+ARMY+UTTERLY+OVERWHELMED.LATEST+FROM+THE+SOUTHWEST.+GEN.+ROSECRANS%27+OFFICIAL+REPORT&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE VICTORY AT CORINTH.,"The correspondent of the St. Louis Democrat has the following details of the battle at Corinth: ""On the morning of the 3d, our outposts were attacked by the enemy in force, about six miles northeast of Corinth, and before 9 o'clock the engagement became general end fierce, and a sanguinary battle was fought.",91688799,Historical Newspapers,," Copyright New York Times Company Oct 9, 1862"," 80267864 , 1458865 , 113715", front_page," Oct 9, 1862",0362-4331, English, English, 1," New York, N.Y.","Oct 9, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91688799?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+VICTORY+AT+CORINTH.%3A+DESPERATE+ASSAULT+UPON+THE+PLACE+BY+FIFTY+THOUSAND+REBELS.+THE+BATTLE+CONTINUED+THROUGH+TWO+DAYS.+THE+FINAL+REPULSE+OF+THE+ENEMY+WITH+TERRIBLE+SLAUGHTER.+THE+REBEL+LOSSES+MUCH+HEAVIER+THAN+OURS.+PROMINENT+OFFICERS+KILLED.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
Heavy Losses Among the Rebel Officers.,,91681427,Historical Newspapers,," Copyright New York Times Company Oct 9, 1862"," 80267868 , 1458865 , 113715", front_page," Oct 9, 1862",0362-4331, English, English, 1," New York, N.Y.","Oct 9, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91681427?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=Heavy+Losses+Among+the+Rebel+Officers.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
GENERAL NEWS.,"The Union Republican Ratification Meeting, last evening, at Cooper Institute, was most successful. The vast assemblage cordially indorsed the Syracuse nominations of the 24th inst. WM. CURTIS NOYES, Esq., presided, and stirring speeches were made by Hon. DANIEL S. DICKINSON and Hon. LYMAN TREMAIN, whose patriotic utterances were applauded to the echo.",91686722,Historical Newspapers,," Copyright New York Times Company Oct 9, 1862"," 80268012-1 , 1458865 , 113715", article," Oct 9, 1862",0362-4331, English, English, 4," New York, N.Y.","Oct 9, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91686722?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=GENERAL+NEWS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
NEWS OF THE DAY.,"We have a report by way of Richmond and Fortress Monroe, that a fight has taken place at St. John's River, Fla., but the result is not stated.",91683453,Historical Newspapers,," Copyright New York Times Company Oct 9, 1862"," 80268009 , 1458865 , 113715", article," Oct 9, 1862",0362-4331, English, English, 4," New York, N.Y.","Oct 9, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91683453?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+OF+THE+DAY.%3A+THE+REBELLION.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-10-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE VICTORY AT CORINTH.,"To Major-General Halleck, General-in-Chief: Generals ORD and HURLBERT came upon the enemy yesterday, and General HURLBERT having driven in small bodies of the rebels the day before, after seven hours' hard fighting, drove the enemy five miles back across the Hatchie towards Corinth, capturing two batteries, about three hundred prisoners, and many small arms.",91694106,Historical Newspapers," HEADQUARTERS OF GENERAL GRANT, JACKSON, Tenn., October 6, 1862 12:20 o'clock.
HEADQUARTERS OF GENERAL GRANT, JACKSON, Tenn., October 6, 1862 12:20 o'clock."," Copyright New York Times Company Oct 8, 1862"," 79179117-1 , 1450874 , 113715", front_page," Oct 8, 1862",0362-4331, English, English, 1," New York, N.Y.","Oct 8, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91694106?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+VICTORY+AT+CORINTH.%3A+THE+ENEMY+INTERCEPTED+IN+THEIR+FLIGHT+BY+GENS.+HURLBERT+AND+ORD.+ANOTHER+BATTLE+OF+SEVEN+HOURS%27+DURATION.+THE+REBELS+DRIVEN+BACK+AGAIN+TOWARD+CORINTH.+THEY+ARE+AGAIN+ATTACKED+BY+ROSECRANS+AND+COMPLETELY+ROUTED.+EVERYTHING+THROWN+AWAY+IN+THEIR+FLIGHT.&amp;rft.au=HEADQUARTERS+OF+GENERAL+GRANT%2C+JACKSON%2C+Tenn.%2C+October+6%2C+1862+12%3A20+o%27clock.&amp;rft.aulast=HEADQUARTERS+OF+GENERAL+GRANT&amp;rft.aufirst=JACKSON&amp;rft.date=1862-10-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
