Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
The Great Victory.,"To-day's bulletins of battle are as brilliant as any we have ever had in the course of the war. SHERIDAN has fought and won another battle, has wrested from the enemy another strong and important position, and, if the reiterated and very decided statements of the official dispatches may be credited, has routed the rebel army of the Shenandoah.",91843284,Historical Newspapers,," Copyright New York Times Company Sep 24, 1864"," 78994224-1 , 1449520 , 113715", editorial_article," Sep 24, 1864",0362-4331, English, English, 4," New York, N.Y.","Sep 24, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91843284?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=The+Great+Victory.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
Sheridan's Grand Victory.,,91857309,Historical Newspapers,," Copyright New York Times Company Sep 22, 1864"," 78993971 , 1449517 , 113715", front_page," Sep 22, 1864",0362-4331, English, English, 1," New York, N.Y.","Sep 22, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91857309?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=Sheridan%27s+Grand+Victory.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
GRAPHIC DESCRIPTION FROM OUR SPECIAL CORRESPONDENT.,"Yesterday morning, contrary to all previous expectation, the Army of Western Virginia attacked the rebel position along the line of the Opequan Creek, and after a desperate struggle of over twelve hours duration, succeeded in driving the enemy from his strong entrenchments, totally routing the entire force under BRECKENRIDGE and EARLY, and capturing five pieces of artillery, fifteen stands of colors, 6,000 prisoners, 3,000 of whom are wounded, and killing over 600, all of whom are now lying on the field in our hands. The battle may fairly be considered one...",91846854,Historical Newspapers,," Copyright New York Times Company Sep 22, 1864"," 78993965 , 1449517 , 113715", front_page," Sep 22, 1864",0362-4331, English, English, 1," New York, N.Y.","Sep 22, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91846854?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=GRAPHIC+DESCRIPTION+FROM+OUR+SPECIAL+CORRESPONDENT.%3A+OPERATIONS+ON+SUNDAY.+MONDAY%27S+OPERATIONS.+SHERIDAN%27S+PLANS.+OPENING+THE+BALL.+THE+BATTLE.+ARRIVAL+OF+THE+CAVALRY.+THE+GRAND+CHARGE.+THE+CAVALRY+CHARGE.+RETREAT+OF+THE+ENEMY.+TAKING+POSSESSION+OF+WINCHESTER.+THE+REBEL+LOSS.+OUR+LOSSES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE VICTORY.,"This department has just received the following telegram, announcing the continued pursuit of the rebels by Gen. SHERIDAN, Cedar Creek, which Gen. SHERIDAN was crossing yesterday at 3 o'clock in the afternoon, is a short distance this side of Strasburgh. He had pursued the rebels over thirty miles from the point where he attacked them at daylight on Monday.",91857545,Historical Newspapers,," Copyright New York Times Company Sep 22, 1864"," 78993964 , 1449517 , 113715", front_page," Sep 22, 1864",0362-4331, English, English, 1," New York, N.Y.","Sep 22, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91857545?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+VICTORY.%3A+THE+STRATEGY+OF+THE+BATTLE.+THE+MAGNIFICENT+VALOR+OF+OUR+TROOPS.+TERRIFIC+CHARGE+OF+THE+INFANTRY.+THE+BRILLIANT+ONSLAUGHT+OF+THE+CAVALRY.+THE+ENEMY%27S+LOSS+NINE+THOUSAND.+VIGOROUS+PURSUIT+OF+THE+REBELS+OUR+FORCES+CROSSING+CEDAR+CREEK+YESTERDAY+AFTERNOON.THE+NUMBER+OF+PRISONERS+SWELLED+TOFIVE+THOUSAND.A+DEMORALIZED+RETREAT+UP+THEVALLEY.OFFICIAL+DISPATCH+FROM+SEC.+STANTON.+VIGOROUS+PURSUIT+FIVE+THOUSAND+PRISONERS+CAPTURED.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
Sheridan's Victory in the Valley.,"The clear supplementary reports which we publish this morning from our special correspondents and from official sources, so far from detracting from the importance of SHERIDAN'S victory, do but illustrate the carefullyconceived plans, the matured purpose, the resolute action, and the matchless valor by which the national army achieved its triumph.",91857627,Historical Newspapers,," Copyright New York Times Company Sep 22, 1864"," 78994010-1 , 1449517 , 113715", editorial_article," Sep 22, 1864",0362-4331, English, English, 4," New York, N.Y.","Sep 22, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91857627?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=Sheridan%27s+Victory+in+the+Valley.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE REBELLION.,"As the details of Gen. SHERIDAN'S victory come to hand, its proportions and completeness are largely increased.",91785653,Historical Newspapers,," Copyright New York Times Company Sep 22, 1864"," 78994006 , 1449517 , 113715", editorial_article," Sep 22, 1864",0362-4331, English, English, 4," New York, N.Y.","Sep 22, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91785653?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+REBELLION.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
VICTORY!,"Maj-Gen. John A. Dix: Yesterday, Maj.-Gen. SHERIDAN attacked EARLY, fought a great battle, and won a splendid victory.",91846392,Historical Newspapers,," Copyright New York Times Company Sep 21, 1864"," 78993857-1 , 1449515 , 113715", front_page," Sep 21, 1864",0362-4331, English, English, 1," New York, N.Y.","Sep 21, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91846392?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=VICTORY%21%3A+GREAT+BATTLE+IN+THE+SHENANDOAH+VALLEY.+THE+REBELS+DEFEATED+BY+GENERAL+SHERIDAN.+THE+BATTLE+OF+BUNKER+HILL.+THE+ENEMY+THOROUGHLY+WHIPPED.+THEY+ARE+PURSUED+BEYOND+WINCHESTER.+THREE+THOUSAND+PRISONERS%2C+FIVE+GUNS+AND+FIFTEEN+BATTLE+FLAGS+CAPTURED.+ALL+THE+REBEL+DEAD+AND+WOUNDED+IN+OUR+HANDS.+THE+REBEL+GENERALS+GORDON%2C+WHARTON%2C+RODES%2C+AND+RAMSOUR+KILLED.+THE+UNION+GENERAL+RUSSELL+KILLED.+THE+UNION+GENERALS+CHAPMAN%2C+UPTON+AND+MACKINTOSH+WOUNDED+THE+OFFICIAL+DISPATCHES%2C+SECRETARY+STANTON+TO+GEN.+DIX.+WAR+DEPARTMENT%2C+WASHINGTON%2C+TUESDAY%2C+SEPT.+20+9%3A30+A.M.+GEN.+STEVENSON+FIRST+DISPATCH.+GEN.+STEVENSON%27S+SECOND+DISPATCH.+GEN.+STEVENSON%27S+THIRD+DISPATCH.+GEN.+STEVENSON%27S+FOURTH+DISPATCH%3A+GEN.+STEVENSON%27S+FIFTH+DISPATCH+GEN.+SHERIDAN+TO+GEN.+GRANT.+SECRETARY+STANTON%27S+SECOND+DISPATCH+SECRETARY+STANTON%27S+THIRD+DISPATCH.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE STRATEGY OF THE BATTLE.,"Gen. SHERIDAN'S grand success near Winchester is noted as the first victory achieved by the national arms in the Shenandoah Valley. But it is so magnificent in its proportions as completely to wipe out the long series of reverses which have given to that region the designation of ""The Valley of Humiliation."" The loan to the enemy in killed, wounded and prisoners will, it is believed, reach not less than ten thousand, while the circumstances of the enemy's defeat leave EAELY'S army in a condition little short of absolute rout and demoralization.",91842935,Historical Newspapers,," Copyright New York Times Company Sep 21, 1864"," 78993859 , 1449515 , 113715", front_page," Sep 21, 1864",0362-4331, English, English, 1," New York, N.Y.","Sep 21, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91842935?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+STRATEGY+OF+THE+BATTLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
DETAILS OF THE BATTLE.,The following is the American's special ac count of the great battle in the Shenandoah Valley:,91783246,Historical Newspapers,," Copyright New York Times Company Sep 21, 1864"," 78993858 , 1449515 , 113715", front_page," Sep 21, 1864",0362-4331, English, English, 1," New York, N.Y.","Sep 21, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91783246?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=DETAILS+OF+THE+BATTLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
The Victory in the Shenandoah Valley.,"The signal victory in the Shenandoah Valley on Monday is one of that class which permits no cavil either as to its scope or its completeness. At the opening of the battle EARLY'S force, which, by Confederate accounts, has been positively put down at 27,000, was posted mainly at Bunker Hill, near...",91856058,Historical Newspapers,," Copyright New York Times Company Sep 21, 1864"," 78993903-1 , 1449515 , 113715", editorial_article," Sep 21, 1864",0362-4331, English, English, 4," New York, N.Y.","Sep 21, 1864",New York Times (1857-1922),1864,http://search.proquest.com/docview/91856058?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=The+Victory+in+the+Shenandoah+Valley.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1864-09-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
